sale_id,store_id,employee_id,product_id,customer_id,qty,sale_date,amount,discount_pct,payment_method
196,7,104,3817,132,2,2025-03-17,$44.85,9.5,credit card
198,5,119,2569,1099,2,2025-04-18,$180.38,4.4,credit card
202,6,99,3672,52,3,2025-04-15,$154.99,6.6,DEBIT CARD
204,8,9,2381,1454,4,2025-01-29,$217.81,10.9,Credit Card
205,6,77,1683,934,4,2025-01-29,$117.27,11.7,Debit Card
207,7,19,81,4,5,2025-07-19,$68.7,3.7,credit card
211,5,22,1272,233,2,2025-04-09,$246.0,8.9,CREDIT CARD
215,6,74,1662,133,4,2025-03-09,$80.07,7.9,CREDIT CARD
219,7,62,2008,286,1,2025-09-14,$212.69,6.2,CREDIT CARD
220,8,109,1308,274,2,2025-10-17,$256.12,3.4,Cash
221,6,99,1448,453,3,2025-10-06,$125.82,10.0,Cash
223,8,112,1295,1485,2,2024-12-04,$230.7,6.8,DEBIT CARD
227,7,95,3698,220,2,2025-01-02,$246.22,8.1,Cash
233,5,113,4010,126,1,2025-01-14,$286.68,7.2,Credit Card
234,6,66,2751,1419,2,2025-12-08,$66.23,4.4,Online
236,5,113,1383,794,1,2025-07-13,$245.92,6.7,DEBIT CARD
239,8,94,4411,77,1,2025-02-19,$42.59,4.5,Debit Card
241,6,107,1480,961,2,2025-03-02,$202.12,10.6,debit card
248,8,80,3258,141,1,2025-10-08,$40.66,4.6,credit card
254,5,76,2246,266,5,2024-10-10,$204.23,3.9,Debit Card
256,6,78,519,57,5,2025-06-14,$197.12,4.0,Credit Card
260,7,19,2945,53,1,2025-09-18,$281.88,11.6,Credit Card
269,5,105,2395,178,2,2025-05-13,$244.74,8.9,Online
270,7,95,3237,15,4,2025-08-02,$165.8,10.5,Online
272,8,85,746,163,2,2024-12-26,$152.85,6.3,ONLINE
274,7,84,2473,61,4,2025-12-07,$269.16,3.0,cash
275,8,112,1882,128,1,2025-09-13,$78.84,4.5,credit card
277,8,116,170,73,2,2025-04-27,$123.12,10.9,Online
280,6,107,13,223,1,2024-12-28,$71.73,4.9,Debit Card
281,6,96,4409,490,5,2025-06-16,$124.27,4.9,Online
284,7,104,2028,1354,3,2025-09-16,$51.18,3.6,Cash
286,8,80,3650,144,5,2025-01-27,$58.65,6.2,online
288,8,57,3934,181,3,2025-08-20,$229.61,3.1,cash
289,7,104,3835,41,3,2025-05-19,$132.49,11.9,cash
291,6,78,3437,92,5,2025-06-05,$204.83,7.2,DEBIT CARD
292,8,80,3337,1289,1,2025-01-31,$69.86,4.3,Credit Card
294,8,91,583,91,3,2024-12-13,$178.69,6.5,cash
298,7,19,1336,283,4,2025-01-27,$80.03,11.3,credit card
301,8,9,2739,1195,5,2025-07-17,$150.5,11.7,CREDIT CARD
304,8,116,3831,94,1,2025-10-31,$38.97,6.9,Cash
309,5,105,647,1133,3,2025-12-02,$273.74,4.4,cash
310,8,80,1419,283,2,2025-08-08,$72.14,6.3,online
313,8,109,2744,268,5,2025-04-28,$276.45,9.8,debit card
314,7,95,615,153,1,2025-05-30,$26.24,5.9,DEBIT CARD
316,6,72,896,238,1,2025-05-31,$112.55,7.8,DEBIT CARD
324,7,62,4323,1321,1,2025-11-13,$133.58,8.3,CREDIT CARD
325,8,112,42,68,1,2025-01-31,$223.45,8.4,online
327,7,95,1724,132,1,2025-06-11,$193.25,11.6,Online
328,5,119,1946,249,1,2025-02-03,$288.44,6.4,Debit Card
333,8,116,4328,233,1,2024-12-20,$81.0,4.7,ONLINE
339,5,20,3256,131,1,2025-05-28,$76.64,5.6,credit card
341,6,49,1042,895,2,2025-06-19,$289.97,6.5,Online
342,7,104,80,812,1,2024-11-21,$258.48,8.2,CREDIT CARD
345,5,105,539,158,3,2025-04-18,$264.03,5.9,cash
348,5,92,4179,175,4,2025-06-15,$95.95,5.1,ONLINE
351,6,96,2815,174,1,2025-07-22,$46.14,7.6,Online
353,6,99,3518,34,2,2025-08-19,$37.42,7.6,Credit Card
355,8,94,3003,112,1,2025-09-24,$212.08,4.9,Debit Card
357,6,66,1183,91,2,2024-12-15,$209.91,5.7,Credit Card
358,7,104,1437,887,2,2025-06-25,$268.15,6.6,credit card
365,6,78,4658,27,1,2025-07-05,$79.3,5.1,online
366,8,112,3441,33,1,2025-03-28,$123.14,5.7,Credit Card
368,7,7,633,225,4,2025-07-24,$67.32,4.4,Cash
370,5,20,4183,12,4,2025-11-05,$13.52,8.0,Cash
375,6,78,4376,26,1,2025-01-14,$211.53,7.4,Online
384,5,119,2148,250,5,2025-09-29,$247.8,8.7,online
386,8,116,3667,138,2,2024-12-13,$286.76,6.8,Credit Card
387,6,74,2451,783,1,2025-10-30,$181.44,11.2,Online
388,8,30,1381,1137,1,2025-05-20,$230.22,8.1,DEBIT CARD
392,7,5,2910,221,4,2025-03-15,$293.09,10.2,CREDIT CARD
394,8,30,2462,236,1,2024-11-18,$15.65,3.3,Debit Card
395,7,5,3342,1354,4,2024-12-26,$147.68,5.7,Credit Card
397,5,119,1828,1201,1,2025-01-23,$135.69,7.0,credit card
398,5,20,314,1046,5,2025-06-19,$57.74,9.7,ONLINE
402,6,96,1880,68,1,2025-08-24,$14.55,7.7,Online
404,8,109,2952,37,5,2025-10-23,$131.95,8.8,cash
407,7,5,4099,1434,1,2025-11-10,$51.29,5.9,CREDIT CARD
410,7,104,3857,1,5,2025-09-21,$150.71,4.6,Debit Card
411,7,7,3123,1455,2,2025-11-04,$126.19,6.2,Cash
413,7,7,3114,262,3,2025-07-23,$155.46,8.2,credit card
414,5,47,4125,123,4,2025-10-27,$288.83,6.6,Credit Card
417,7,62,3051,278,1,2024-10-04,$270.47,6.0,debit card
420,8,30,1705,1448,3,2024-12-09,$267.25,4.3,DEBIT CARD
423,5,113,4180,180,2,2025-05-23,$198.19,11.5,CREDIT CARD
426,7,84,2244,138,5,2025-02-21,$100.79,9.3,Debit Card
428,7,95,1485,267,3,2024-11-24,$66.76,6.3,Credit Card
429,7,5,4736,29,2,2025-05-24,$142.61,7.4,Credit Card
430,6,99,233,6,2,2024-10-24,$160.88,10.0,ONLINE
432,8,112,3887,707,4,2025-06-24,$153.72,5.6,Cash
433,6,72,345,96,2,2025-08-23,$165.25,5.2,ONLINE
440,8,94,409,280,5,2024-10-26,$271.38,8.0,Online
441,7,84,2752,1009,2,2025-06-17,$211.31,9.9,cash
442,6,96,316,1136,1,2025-10-09,$192.15,7.5,Credit Card
444,6,74,4357,62,4,2025-04-09,$68.1,4.8,debit card
450,5,22,4328,1296,3,2024-12-18,$81.0,10.3,Cash
455,7,95,1419,103,1,2025-06-11,$72.14,8.2,cash
462,8,9,2509,365,1,2024-10-17,$23.74,5.6,online
465,8,80,1720,159,3,2024-11-26,$132.04,9.1,CREDIT CARD
474,5,20,1377,27,1,2025-11-24,$77.62,5.9,Cash
475,8,91,1813,1148,4,2024-10-21,$81.22,11.9,CREDIT CARD
476,5,40,351,415,5,2024-11-10,$262.17,6.7,Online
478,7,5,1706,41,1,2025-02-26,$65.11,8.0,Credit Card
480,6,107,3053,212,3,2024-10-08,$128.99,5.1,Cash
484,7,41,2785,751,1,2025-06-27,$255.81,8.2,DEBIT CARD
485,7,62,4046,99,4,2024-12-24,$184.72,3.0,cash
488,5,22,1371,792,5,2025-02-05,$281.52,4.8,cash
490,6,49,3318,222,2,2025-11-18,$295.68,5.5,CREDIT CARD
491,6,74,3653,424,2,2025-08-23,$185.64,4.9,CASH
492,8,116,3823,134,1,2025-07-10,$93.96,9.2,CREDIT CARD
495,5,22,2042,249,1,2024-11-30,$143.84,3.7,debit card
499,8,116,2548,238,2,2025-06-11,$78.47,8.2,online
501,8,57,1775,194,3,2025-11-18,$37.24,11.9,debit card
512,7,7,2913,153,4,2025-09-06,$33.45,8.9,CASH
513,6,99,1045,173,5,2024-11-24,$170.99,5.4,CASH
515,5,47,1964,807,1,2024-10-31,$225.99,10.8,Debit Card
521,7,95,1220,255,2,2024-11-29,$287.22,4.1,credit card
522,7,5,4198,160,3,2025-08-05,$113.2,7.8,debit card
525,8,9,4730,63,2,2025-07-19,$19.17,7.4,CREDIT CARD
530,8,57,2750,179,4,2025-01-21,$192.73,4.6,CREDIT CARD
533,7,5,1795,177,3,2024-11-27,$97.51,11.3,CASH
535,6,66,1009,1179,1,2025-04-09,$54.58,11.9,debit card
539,7,84,4423,1435,2,2025-04-28,$244.39,9.0,CASH
542,8,116,1428,213,1,2024-12-13,$52.49,8.3,cash
544,8,57,4270,1164,1,2024-11-08,$198.43,3.2,DEBIT CARD
546,7,5,3801,280,4,2024-10-24,$220.65,11.5,DEBIT CARD
549,5,105,156,205,3,2025-12-09,$69.44,6.7,credit card
550,8,112,293,153,2,2025-09-05,$244.23,10.6,credit card
554,8,112,1441,241,5,2024-12-01,$50.53,4.8,Cash
556,8,109,357,233,1,2025-09-03,$24.08,11.7,Credit Card
558,5,92,2444,724,2,2025-04-06,$278.75,5.7,Debit Card
559,7,95,2533,1085,1,2025-04-21,$30.95,6.4,Online
563,6,72,2112,299,5,2025-10-11,$194.57,3.6,CASH
564,5,76,485,219,2,2024-12-03,$258.24,8.5,DEBIT CARD
567,7,41,4099,620,3,2025-08-20,$51.29,8.8,CREDIT CARD
568,7,104,4073,302,1,2025-04-25,$130.54,4.1,Credit Card
569,5,105,966,281,3,2025-12-07,$91.88,8.2,cash
574,8,30,2533,192,1,2025-06-12,$30.95,4.8,Online
575,6,99,2714,282,1,2024-10-09,$173.9,7.7,credit card
579,7,19,874,930,1,2025-03-08,$25.75,9.5,Credit Card
580,5,76,1144,150,1,2025-06-27,$97.39,9.2,CREDIT CARD
581,8,85,274,400,4,2025-07-08,$266.68,8.0,Credit Card
582,6,49,3994,1176,3,2025-01-21,$151.29,10.1,cash
585,8,94,3358,1244,2,2025-01-20,$295.84,10.3,debit card
586,7,104,4260,515,1,2025-08-29,$80.05,4.2,Debit Card
590,8,30,361,1238,3,2025-07-31,$68.51,7.9,credit card
597,8,109,1006,1463,2,2025-10-21,$184.44,10.4,credit card
598,5,22,2347,282,1,2025-07-07,$65.21,11.3,Debit Card
602,7,19,806,1289,3,2025-06-11,$60.32,10.6,Debit Card
608,6,74,1608,188,1,2025-06-04,$71.69,7.9,credit card
611,5,47,3594,36,5,2025-03-02,$45.15,5.7,credit card
616,8,94,752,157,5,2024-12-17,$211.84,5.1,Credit Card
617,6,107,1321,1212,4,2025-11-12,$133.2,7.0,Debit Card
618,8,85,1424,59,3,2025-08-25,$171.63,4.4,ONLINE
622,5,20,4570,652,2,2025-09-02,$120.43,5.6,credit card
624,6,74,2346,106,1,2025-02-10,$35.04,4.5,Online
625,7,62,4729,646,1,2025-11-20,$271.77,4.2,cash
628,8,116,4252,230,4,2025-05-09,$91.39,9.3,credit card
629,8,57,3526,39,1,2025-11-24,$237.39,8.2,credit card
630,5,119,4609,121,3,2025-07-19,$297.87,4.7,Credit Card
631,8,57,4674,130,1,2025-10-16,$191.28,7.8,debit card
643,8,80,1371,5,2,2024-12-14,$281.52,7.7,ONLINE
646,8,85,2671,776,1,2025-03-04,$247.76,5.0,Debit Card
657,5,119,2897,1297,2,2025-11-17,$226.79,5.1,online
661,7,104,912,241,1,2025-02-17,$214.99,5.6,CASH
663,7,7,1005,745,5,2025-09-03,$15.25,11.6,cash
665,7,41,2571,190,3,2025-07-21,$115.75,6.9,CASH
666,7,62,3169,926,1,2025-06-08,$12.14,6.6,debit card
668,7,95,4763,59,1,2025-04-22,$155.64,11.2,Debit Card
674,5,105,772,65,1,2025-01-03,$56.45,3.9,Online
675,7,41,559,284,1,2025-07-31,$217.05,6.7,Credit Card
677,6,77,4137,956,1,2025-05-27,$267.87,10.7,DEBIT CARD
678,8,80,1990,280,2,2025-02-28,$190.79,10.7,debit card
684,5,105,4665,1280,2,2024-11-09,$167.64,6.0,debit card
689,5,47,2206,178,2,2025-06-19,$231.86,3.4,Credit Card
690,8,9,1551,110,3,2025-07-30,$190.72,6.5,CREDIT CARD
693,6,66,1814,1010,2,2025-07-14,$49.72,9.5,Debit Card
696,6,77,4796,1309,4,2025-01-26,$274.21,11.5,Credit Card
699,6,49,1664,124,3,2025-08-10,$200.07,11.9,cash
707,8,94,4393,14,2,2024-10-01,$264.52,9.5,CREDIT CARD
710,7,104,130,1,3,2025-04-05,$271.25,9.0,Online
711,5,119,4701,740,2,2025-11-14,$229.97,10.0,cash
725,5,40,1913,16,2,2024-12-30,$70.34,7.9,Cash
731,6,99,974,163,1,2024-11-07,$57.69,9.0,Credit Card
733,8,116,2673,47,5,2025-05-28,$270.56,9.5,Online
736,8,109,3463,780,3,2025-05-18,$200.2,5.1,Credit Card
738,7,84,1960,1117,1,2025-10-13,$57.02,10.1,Cash
740,7,62,1974,1496,5,2025-06-21,$207.46,8.0,Online
748,8,116,2529,1113,5,2025-10-28,$134.52,10.4,credit card
751,7,19,2336,1334,2,2025-09-23,$73.01,7.3,Credit Card
757,6,78,3426,944,5,2025-09-03,$44.84,4.0,debit card
762,5,119,2859,137,4,2025-11-29,$43.49,9.0,ONLINE
763,8,116,2019,1414,1,2025-06-10,$49.65,6.9,Credit Card
772,6,72,1989,1380,2,2025-10-02,$182.9,8.8,Debit Card
775,7,41,1739,83,1,2024-11-22,$41.69,3.7,CREDIT CARD
787,7,104,3504,224,4,2025-08-12,$254.59,4.4,credit card
788,6,74,3780,100,3,2025-11-03,$251.54,5.6,CREDIT CARD
789,6,107,1515,186,2,2024-12-17,$240.76,5.4,Cash
792,8,57,767,100,1,2025-03-12,$239.95,7.5,DEBIT CARD
794,8,30,2547,109,2,2024-10-17,$51.02,6.7,Cash
797,6,78,1449,1046,2,2025-07-20,$255.16,5.3,DEBIT CARD
798,8,85,3495,293,1,2025-11-11,$228.84,6.7,Cash
801,6,77,2955,146,3,2025-04-30,$78.53,10.5,debit card
805,8,116,2565,164,1,2025-11-11,$167.25,3.9,ONLINE
806,6,66,3071,949,5,2024-12-30,$140.59,7.6,cash
809,5,92,2398,141,5,2025-08-10,$76.97,11.6,credit card
810,7,19,3788,284,1,2025-12-08,$121.36,8.1,CREDIT CARD
811,8,91,3458,950,3,2025-03-05,$279.43,9.5,Cash
813,7,19,1411,31,3,2024-12-05,$200.58,10.3,debit card
814,7,41,2084,148,5,2025-09-14,$181.74,10.7,CREDIT CARD
815,7,104,1017,252,2,2025-10-05,$155.62,11.0,DEBIT CARD
817,5,92,1461,825,3,2024-11-04,$46.21,5.8,cash
819,7,5,1470,48,1,2025-10-02,$251.79,5.8,CASH
821,5,113,2106,213,2,2024-12-07,$221.01,11.2,Credit Card
822,7,62,3617,157,2,2025-10-17,$235.35,9.1,cash
824,7,5,1958,180,2,2025-10-25,$192.8,4.0,ONLINE
825,6,49,179,92,3,2025-01-08,$258.75,11.1,Debit Card
826,8,116,58,588,1,2025-10-31,$99.36,6.2,CASH
827,7,5,4477,68,1,2025-08-11,$113.78,8.8,debit card
829,5,22,4317,223,5,2025-03-16,$270.53,9.0,credit card
833,6,77,2311,279,4,2024-11-11,$104.83,8.5,debit card
836,6,107,4727,1092,1,2025-05-01,$261.31,11.4,credit card
839,8,80,3173,104,2,2025-07-12,$49.14,11.3,Online
841,5,92,1714,21,1,2025-05-13,$167.6,8.0,CREDIT CARD
842,5,40,962,291,2,2025-11-14,$183.59,7.6,Credit Card
852,7,62,1792,963,1,2025-04-11,$94.21,8.2,credit card
854,8,9,2740,1044,2,2025-10-15,$293.62,7.2,Credit Card
858,5,113,4744,1001,2,2025-10-12,$51.73,10.3,CREDIT CARD
861,5,40,2185,379,5,2025-06-24,$203.64,4.5,debit card
862,5,22,268,683,4,2025-10-17,$115.5,9.9,cash
864,6,99,1733,254,4,2025-05-05,$19.2,4.7,credit card
865,7,62,1905,275,2,2024-12-15,$197.36,10.5,cash
866,8,91,2285,127,5,2025-12-03,$108.58,9.3,Credit Card
871,5,113,1042,16,1,2025-08-14,$289.97,11.5,debit card
878,5,22,4294,1178,1,2025-02-27,$235.35,3.9,CREDIT CARD
881,7,41,1386,711,5,2024-10-22,$146.95,10.2,DEBIT CARD
883,6,107,4090,250,2,2025-08-02,$13.26,9.4,Online
886,5,119,1248,998,4,2025-05-26,$25.23,9.2,Cash
887,5,105,424,1403,3,2025-05-12,$189.52,8.6,DEBIT CARD
888,5,40,1947,122,3,2025-10-13,$58.58,8.6,Credit Card
893,6,66,2135,287,4,2025-02-16,$244.2,3.8,debit card
895,8,94,4281,1482,3,2025-10-03,$139.99,3.4,debit card
900,6,77,957,107,1,2025-06-30,$67.29,10.2,cash
901,7,62,1120,11,1,2024-10-18,$60.74,7.6,online
904,5,92,4392,181,4,2025-10-10,$165.71,7.9,cash
905,5,40,723,68,3,2025-01-25,$134.15,10.2,Debit Card
910,5,40,3479,24,3,2025-01-07,$35.53,3.5,credit card
911,7,95,3128,256,1,2025-06-01,$195.63,11.6,cash
912,7,84,1856,241,2,2025-02-22,$258.16,4.6,CREDIT CARD
916,8,116,1194,1300,5,2025-07-10,$9.22,10.4,debit card
917,5,40,1947,154,4,2025-07-13,$58.58,5.2,debit card
922,8,112,4423,210,2,2024-10-04,$244.39,5.8,Online
923,8,57,1399,348,3,2025-02-16,$58.08,9.7,DEBIT CARD
927,6,77,32,151,5,2025-09-29,$119.5,5.9,DEBIT CARD
932,6,78,594,270,4,2025-03-19,$295.43,4.4,Debit Card
934,5,40,886,403,1,2025-01-07,$289.33,9.6,ONLINE
937,6,99,4031,67,2,2025-09-12,$171.75,4.4,Debit Card
940,6,72,1194,281,4,2025-07-13,$9.22,9.3,credit card
941,6,77,2936,343,2,2024-11-10,$64.09,5.5,credit card
943,8,57,2650,153,1,2024-12-06,$208.55,7.7,debit card
944,7,104,4286,55,2,2024-10-24,$115.74,4.8,cash
951,5,105,3085,182,3,2025-02-17,$272.08,6.8,Online
952,6,66,3042,222,4,2025-02-06,$73.88,8.8,Credit Card
960,7,5,1647,268,4,2025-05-05,$237.8,8.4,online
962,7,41,1919,38,3,2025-09-08,$232.3,7.1,Credit Card
967,6,77,1404,75,2,2025-04-26,$41.34,9.3,credit card
969,5,105,3420,377,1,2025-11-24,$139.25,8.5,CASH
973,6,77,3669,675,5,2024-11-14,$204.7,10.2,DEBIT CARD
975,6,96,2508,1187,1,2024-12-14,$20.36,3.3,cash
977,7,7,4630,499,2,2024-11-16,$139.11,4.6,credit card
980,8,80,4335,41,2,2025-09-09,$47.19,8.0,online
982,8,80,2093,127,1,2025-08-28,$21.18,6.3,online
983,5,40,4861,93,1,2025-07-04,$103.4,4.9,DEBIT CARD
984,6,77,94,102,2,2025-03-23,$252.06,6.0,cash
986,7,95,195,478,3,2025-04-19,$234.28,9.0,DEBIT CARD
988,7,7,4608,1042,1,2024-12-01,$11.99,7.8,Cash
990,5,76,671,278,1,2025-05-10,$30.82,8.1,CREDIT CARD
993,7,7,3222,10,2,2024-11-23,$100.83,3.0,ONLINE
998,5,40,1450,65,4,2025-12-01,$214.59,9.7,CASH
1000,6,74,945,27,1,2025-08-08,$286.62,8.9,Cash
1003,6,49,2441,1283,4,2025-07-12,$136.9,6.6,ONLINE
1004,6,66,482,934,1,2025-09-07,$140.26,10.8,online
1008,6,72,2581,467,1,2025-03-04,$80.18,11.7,credit card
1017,7,19,3726,766,3,2025-01-17,$94.45,10.7,Credit Card
1019,6,96,2486,525,1,2025-05-07,$81.99,6.7,DEBIT CARD
1020,5,113,1280,1491,2,2024-12-30,$78.1,8.8,Cash
1021,7,5,2644,709,1,2024-12-13,$11.79,10.3,credit card
1028,5,76,4078,332,5,2025-11-10,$53.2,6.3,debit card
1030,5,119,4805,34,5,2025-01-22,$102.63,7.2,CREDIT CARD
1033,6,107,3374,1489,1,2025-01-14,$10.75,7.9,online
1034,7,84,3603,145,5,2025-05-04,$82.17,10.2,Debit Card
1035,8,112,2539,881,1,2025-07-21,$123.88,6.7,cash
1036,5,105,4126,14,1,2025-09-25,$90.92,5.5,CASH
1041,6,107,4908,527,2,2025-10-21,$63.53,8.3,Credit Card
1042,5,92,1132,1473,1,2025-05-03,$230.63,3.2,Online
1043,5,105,1390,293,4,2024-12-18,$132.81,3.9,Cash
1053,8,109,2647,907,1,2025-03-23,$255.29,8.6,Credit Card
1055,5,22,1733,41,5,2025-05-12,$19.2,8.6,CREDIT CARD
1057,8,112,4662,41,2,2025-02-20,$290.08,5.1,CASH
1058,8,109,1020,1462,1,2024-10-05,$127.18,9.9,CREDIT CARD
1060,6,72,2776,581,2,2025-02-21,$223.15,11.6,cash
1065,8,116,2478,253,2,2025-03-15,$102.4,6.5,CASH
1067,5,105,2654,284,1,2024-12-03,$272.42,5.4,credit card
1069,7,62,4285,1185,4,2025-06-14,$163.28,10.9,CREDIT CARD
1070,6,74,3133,1399,4,2025-02-02,$44.58,8.0,cash
1081,6,49,2378,558,2,2024-12-25,$250.07,8.7,Online
1083,8,91,2898,45,2,2024-10-18,$298.08,10.1,Credit Card
1087,7,41,771,508,3,2025-09-30,$38.82,7.3,Credit Card
1091,5,22,3891,241,1,2025-07-12,$112.03,3.3,DEBIT CARD
1095,8,85,2697,138,1,2025-04-29,$268.25,3.2,online
1099,5,47,4967,1203,1,2024-11-01,$88.62,4.4,ONLINE
1106,6,49,4215,123,1,2025-09-13,$237.07,9.7,Debit Card
1108,8,85,2133,62,4,2025-08-23,$25.57,11.8,CASH
1111,8,109,4170,946,5,2024-12-16,$116.17,3.1,Credit Card
1113,7,84,4747,298,1,2025-06-08,$64.01,11.1,Online
1116,7,5,219,11,1,2025-11-01,$215.2,7.7,online
1117,5,113,1339,1321,2,2025-02-08,$93.13,11.8,DEBIT CARD
1118,5,76,727,156,2,2025-03-30,$274.11,4.2,credit card
1121,5,22,1551,281,1,2025-10-27,$190.72,11.0,debit card
1132,7,95,2763,579,4,2025-12-07,$151.23,11.9,CASH
1135,8,112,3250,120,3,2025-01-30,$84.92,6.9,ONLINE
1143,6,78,2073,119,1,2024-11-07,$232.48,4.7,debit card
1148,7,19,656,977,5,2025-09-29,$81.35,11.8,online
1153,7,84,4157,16,1,2025-10-17,$92.01,5.6,online
1154,7,104,2750,59,3,2025-06-09,$192.73,8.1,Debit Card
1158,8,109,2045,17,5,2025-08-02,$107.75,10.5,Debit Card
1159,8,30,4351,85,4,2025-10-14,$63.29,11.7,Credit Card
1160,6,78,2489,204,5,2024-12-23,$102.95,11.3,Online
1169,6,49,3577,1309,1,2024-10-21,$13.15,6.4,online
1171,6,49,453,259,1,2025-01-09,$39.45,9.6,credit card
1174,7,19,2993,547,1,2025-08-22,$231.47,3.3,Cash
1177,8,109,122,451,3,2024-11-25,$86.98,9.8,Credit Card
1178,6,96,2805,73,5,2025-01-27,$81.55,4.0,CREDIT CARD
1181,6,66,4334,134,5,2025-08-15,$243.26,7.3,Debit Card
1186,5,22,1392,1412,3,2025-06-17,$125.98,8.6,Debit Card
1188,8,85,4274,127,1,2024-10-10,$109.33,9.7,Online
1190,5,119,1289,103,2,2025-08-31,$8.93,6.4,ONLINE
1192,6,74,2995,94,1,2024-11-02,$244.11,7.4,Online
1193,6,107,2934,554,2,2024-10-25,$274.13,8.6,credit card
1200,6,77,1888,3,1,2025-04-26,$286.12,6.7,Credit Card
1202,6,49,3957,410,1,2025-01-27,$247.7,7.5,cash
1203,8,30,4952,881,5,2025-07-09,$279.42,8.3,cash
1207,5,40,2695,632,2,2025-01-19,$155.22,7.5,debit card
1209,7,104,4133,289,2,2025-05-03,$194.37,3.6,Debit Card
1211,6,49,4887,91,2,2025-04-15,$117.39,11.5,credit card
1213,6,96,1218,106,1,2025-03-22,$233.77,4.7,debit card
1214,7,19,114,207,1,2025-08-31,$167.08,11.7,Debit Card
